0.0006121653959597084,"['play', 'GO', '12', 'holiday', 'friend', 'Motorola', 'offer', 'make', '10', 'charged', 'valued', 'yr', 'final', 'games', 'days', 'order', 'price', 'content']"
0.0023930101842061327,"['been', '18', 'cash']"
0.0017251933886137235,"['shows', 'PO', 'has']"
0.004006900773554455,['text']
0.001168679392286716,"['Send', 'not', 'SAE', 'CALL', 'Holiday', 'back', '250', '8007']"
0.0021704045856753298,"['I', 'customer']"
0.0015582391897156214,"['win', 'number', 'Mobile']"
0.0020591017864099283,"['awarded', '100']"
0.003506038176860148,['STOP']
0.005175580165841171,['of']
0.0010017251933886137,"['video', 'please', 'mob', 'SMS', 'land', 'chat', 'ringtone', 'A', 'find']"
0.0052868829651065725,['mobile']
0.009627692136457231,['2']
0.0017808447882464245,"['150ppm', 'every', 'Claim']"
0.002337358784573432,"['Free', 'stop', 'new', 'Reply']"
0.004285157771717959,"['You', 'are']"
0.0027269185820023374,"['service', 'won']"
0.0015025877900829206,['apply']
0.000946073793755913,"['if', 'tones', '12hrs', 'C', 'rate', 'Expires', 'Code', 'vouchers', 'collect', 'Urgent', 'TsCs', 'tried', 'pounds']"
0.008292058545272414,['is']
0.004229506372085258,['our']
0.020034503867772273,['a']
0.003951249373921754,['Your']
0.0004452111970616061,"['reward', 'Rreveal', 'iPod', 'poly', 'FREEPHONE', 'name', 'each', 'Ufind', 'Tones', 'which', 'OUT', 'messages', 'UKs', 'CD', 'IS', '87077', 'No1', 'details', 'entitled', 'cost', 'end', 'Good', 'then', '450', 'auction', 'BTnationalrate', 'Del', 'ending', 'admirer', 'matches', 'hot', 'direct', 'Camcorder', '3030', '2004', 'specialcall', 'club', 'TEXT', '25p', 'info', 'secret', 'From']"
0.002281707384940731,"['URGENT', '150', '1000']"
